@relation 'gesture-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,4,5,6,7-11,22-weka.filters.unsupervised.attribute.Remove-R12_gesture-weka.filters.unsupervised.attribute.Remove-V-R3,4,6,194-199,200-263,328'

@attribute ratio numeric
@attribute Max_X numeric
@attribute fingersAreas numeric
@attribute convexHull1 numeric
@attribute convexHull2 numeric
@attribute convexHull3 numeric
@attribute convexHull4 numeric
@attribute convexHull5 numeric
@attribute convexHull6 numeric
@attribute cellOccupancyNonZ1 numeric
@attribute cellOccupancyNonZ2 numeric
@attribute cellOccupancyNonZ3 numeric
@attribute cellOccupancyNonZ4 numeric
@attribute cellOccupancyNonZ5 numeric
@attribute cellOccupancyNonZ6 numeric
@attribute cellOccupancyNonZ7 numeric
@attribute cellOccupancyNonZ8 numeric
@attribute cellOccupancyNonZ9 numeric
@attribute cellOccupancyNonZ10 numeric
@attribute cellOccupancyNonZ11 numeric
@attribute cellOccupancyNonZ12 numeric
@attribute cellOccupancyNonZ13 numeric
@attribute cellOccupancyNonZ14 numeric
@attribute cellOccupancyNonZ15 numeric
@attribute cellOccupancyNonZ16 numeric
@attribute cellOccupancyNonZ17 numeric
@attribute cellOccupancyNonZ18 numeric
@attribute cellOccupancyNonZ19 numeric
@attribute cellOccupancyNonZ20 numeric
@attribute cellOccupancyNonZ21 numeric
@attribute cellOccupancyNonZ22 numeric
@attribute cellOccupancyNonZ23 numeric
@attribute cellOccupancyNonZ24 numeric
@attribute cellOccupancyNonZ25 numeric
@attribute cellOccupancyNonZ26 numeric
@attribute cellOccupancyNonZ27 numeric
@attribute cellOccupancyNonZ28 numeric
@attribute cellOccupancyNonZ29 numeric
@attribute cellOccupancyNonZ30 numeric
@attribute cellOccupancyNonZ31 numeric
@attribute cellOccupancyNonZ32 numeric
@attribute cellOccupancyNonZ33 numeric
@attribute cellOccupancyNonZ34 numeric
@attribute cellOccupancyNonZ35 numeric
@attribute cellOccupancyNonZ36 numeric
@attribute cellOccupancyNonZ37 numeric
@attribute cellOccupancyNonZ38 numeric
@attribute cellOccupancyNonZ39 numeric
@attribute cellOccupancyNonZ40 numeric
@attribute cellOccupancyNonZ41 numeric
@attribute cellOccupancyNonZ42 numeric
@attribute cellOccupancyNonZ43 numeric
@attribute cellOccupancyNonZ44 numeric
@attribute cellOccupancyNonZ45 numeric
@attribute cellOccupancyNonZ46 numeric
@attribute cellOccupancyNonZ47 numeric
@attribute cellOccupancyNonZ48 numeric
@attribute cellOccupancyNonZ49 numeric
@attribute cellOccupancyNonZ50 numeric
@attribute cellOccupancyNonZ51 numeric
@attribute cellOccupancyNonZ52 numeric
@attribute cellOccupancyNonZ53 numeric
@attribute cellOccupancyNonZ54 numeric
@attribute cellOccupancyNonZ55 numeric
@attribute cellOccupancyNonZ56 numeric
@attribute cellOccupancyNonZ57 numeric
@attribute cellOccupancyNonZ58 numeric
@attribute cellOccupancyNonZ59 numeric
@attribute cellOccupancyNonZ60 numeric
@attribute cellOccupancyNonZ61 numeric
@attribute cellOccupancyNonZ62 numeric
@attribute cellOccupancyNonZ63 numeric
@attribute cellOccupancyNonZ64 numeric
@attribute class {G1,G2,G3,G4,G5,G6,G7,G8,G9,G0}

@data
0.009312,0.544992,29.699686,0.089022,0.315598,0.165117,0,0,0,0,0,0,0,1445,97,0,0,109,206,0,0,1883,2752,189,0,1503,3549,2897,1829,1383,3299,2807,47,0,183,1170,3122,3600,3600,3600,1540,0,0,33,3183,3600,3600,3600,2400,0,0,127,3169,3600,3600,3600,2400,407,2841,2753,2657,2957,3224,3385,2400,0,73,0,0,0,0,69,944,G8
0.009687,0.811194,28.802959,0.099041,0.27817,0.184306,0,0,0,0,0,0,0,1689,171,0,0,0,0,0,0,2660,2857,156,0,748,1439,1214,739,696,3427,2751,26,1203,2350,2852,3571,3600,3600,3600,894,0,0,12,3263,3600,3600,3600,2125,0,0,174,3331,3600,3600,3600,2400,0,508,1851,3379,3538,3600,3545,2400,13,2100,1431,194,254,95,379,1345,G8
0.010678,0.873147,21.44853,0.110536,0.297602,0.194724,0,0,0,0,0,0,0,1247,703,0,0,0,0,0,0,1266,2904,439,0,273,1947,1853,1385,945,3194,2617,2,154,1650,1891,3230,3600,3600,3600,528,0,0,0,2859,3600,3600,3600,660,0,0,0,2754,3580,3600,3600,660,0,326,1904,3170,3186,3557,3425,660,0,1294,1453,15,85,40,519,341,G8
0.010698,0.921665,21.427652,0.075546,0.30795,0.175899,0,0,0,0,0,0,0,1426,728,0,0,0,0,0,0,1216,3466,1102,0,540,1631,1911,1597,1589,2797,3480,519,862,1761,2388,3372,3600,3600,3600,1887,0,0,0,2637,3600,3600,3600,1920,0,0,0,2365,3600,3600,3600,1920,0,230,1579,2969,3471,3419,3349,1875,0,1409,1844,265,48,152,20,148,G8
0.009731,0.690302,28.632725,0.182383,0.254563,0.172191,0,0,0,0,0,0,216,1618,0,0,0,0,0,0,18,2848,1238,0,0,38,2548,2881,2334,2599,3493,376,0,0,0,371,3529,3600,3600,1639,0,0,0,124,3206,3600,3600,2667,12,0,391,2052,3011,3510,3434,3600,120,0,419,817,0,37,656,3584,120,0,0,0,0,0,0,1673,80,G8
0.009711,0.828407,28.429342,0.386661,0.235608,0.066127,0,0,0,0,0,0,0,389,1553,9,0,0,0,0,0,260,3031,2026,0,0,355,1123,1342,1223,1912,2400,0,0,1558,2451,2967,3600,3600,2400,0,0,0,0,513,3600,3600,2400,0,0,0,0,224,3468,3600,2400,0,0,0,346,1984,3140,3153,2141,0,0,0,1703,1248,0,0,0,0,G8
0.009788,0.923193,28.363503,0.074971,0.296293,0.167904,0,0,0,0,0,0,0,1822,457,0,0,0,0,0,0,1823,3466,1121,0,10,691,1404,1614,2039,3218,3559,864,1418,3092,2519,3304,3600,3600,3600,1800,0,0,0,2112,3600,3600,3600,1800,0,0,0,1995,3600,3600,3600,1800,0,0,1108,2971,2687,2538,1719,854,0,389,2255,405,0,0,0,0,G8
0.009503,0.495076,29.338818,0.16557,0.251924,0.15061,0,0,0,0,0,0,6,1649,31,0,0,66,1065,759,0,2083,2015,14,0,170,1797,2769,3111,2858,3600,1143,0,0,0,100,3376,3600,3600,2562,0,0,0,232,3489,3600,3600,3413,285,0,1634,2516,2507,3134,3436,3600,540,0,0,0,0,0,136,2800,540,0,0,0,0,0,0,214,297,G8
0.009626,0.376799,29.090879,0.195677,0.262108,0.155446,0.01522,0,0,0,577,197,0,1813,22,0,0,0,830,2783,722,2028,1323,0,0,0,0,392,3119,3162,3215,71,0,0,0,75,3311,3600,3600,644,0,0,774,2176,3550,3565,3600,1546,0,0,0,51,430,1331,3338,2340,0,0,0,0,0,0,1998,2340,0,0,0,0,0,0,306,1309,0,G8
0.010783,0.352291,21.3776,0.12437,0.167684,0.134787,0,0,0,0,183,422,0,1647,0,0,0,0,325,2561,868,2419,1107,0,0,0,0,468,3477,3212,2366,0,0,0,0,858,3581,3600,3228,0,0,0,247,2591,3459,3600,3395,93,0,0,0,45,360,2366,3600,908,0,0,0,0,0,1142,3600,960,0,0,0,0,0,80,1927,640,0,G8
0.008834,1.282685,7.51787,0.099049,0.065294,0.065929,0.210775,0.01801,0,0,0,0,0,1776,201,0,0,0,0,0,0,1981,2484,167,0,0,578,958,426,890,3433,2301,0,0,1154,2168,3168,3600,3600,2880,0,0,2045,3172,3224,3600,3600,2880,0,0,598,1755,2937,3344,3600,2502,0,0,513,1120,638,2695,1155,93,0,0,0,127,2011,323,0,0,0,G9
0.0082,1.095357,10.037858,0.019609,0.087381,0.063608,0.052805,0.23426,0,0,0,0,0,618,1304,0,0,0,0,0,0,17,2893,1677,13,0,87,298,447,435,1874,3600,1063,134,2673,2809,3316,3579,3600,3600,1320,670,2501,3181,3334,3600,3600,3600,1320,148,1266,2036,2844,3329,3600,3502,969,0,1346,1333,1153,2780,1416,278,0,0,0,337,1855,201,0,0,0,G9
0.007958,1.047545,10.449368,0.017588,0.088195,0.055672,0.061574,0.222646,0,0,0,0,0,842,1285,0,0,0,0,0,0,260,3039,1550,0,0,406,703,858,541,1958,3594,967,0,2118,2543,3129,3600,3600,3600,1320,741,2665,3199,3450,3600,3600,3600,1320,73,1217,2000,3208,3426,3600,3522,1005,0,1023,1047,1145,2781,1556,466,0,0,0,352,1906,140,0,0,0,G9
0.008063,1.152834,9.683265,0.015983,0.096318,0.064766,0.064793,0.225544,0,0,0,0,0,1458,481,0,0,0,0,0,0,996,3116,876,0,0,0,149,216,663,2998,3402,105,0,2161,2991,3375,3600,3600,3600,180,59,1676,2522,3304,3600,3600,3600,180,14,1169,1800,2800,3378,3600,2648,75,0,1141,1281,920,2702,739,2,0,0,0,87,1664,154,0,0,0,G9
0.008047,0.9195,9.851491,0.01837,0.092989,0.060341,0.067133,0.2132,0,0,0,0,0,0,1800,180,0,0,0,0,0,0,1997,2010,15,0,2320,2259,1576,476,980,3600,936,369,1231,1449,2892,3600,3600,3600,1620,624,2191,2695,3327,3600,3600,3600,1620,1007,2784,3096,3382,3596,3600,3600,1620,12,333,731,1799,3291,2534,1908,443,0,76,2083,1193,67,0,0,0,G9
0.008023,0.735712,10.246622,0.11672,0.086727,0.056634,0.055472,0.186371,0.008467,0,0,0,0,0,1646,345,0,0,1572,1549,32,0,2351,1590,0,308,1284,2308,3035,1332,1245,3128,19,449,2737,3068,2863,3600,3598,3600,907,1158,2086,2212,3515,3600,3600,3600,1227,196,943,1774,2914,3600,3600,3600,1611,0,912,2543,2666,2420,2469,2694,1620,0,154,32,0,0,0,299,879,G9
0.008293,0.897672,9.076012,0.078045,0.104296,0.061788,0.065277,0.202433,0,0,0,0,0,0,1633,137,0,0,184,653,0,0,2576,1240,0,0,516,2845,2407,497,1319,2411,0,0,2646,1992,2638,3600,3599,3549,80,0,985,1668,3316,3600,3600,3553,76,39,2535,3190,3461,3600,3600,3599,120,0,0,389,2287,3178,2815,2351,120,0,363,2210,725,0,0,81,8,G9
0.008237,1.009016,9.387828,0.027904,0.088173,0.067754,0.074295,0.209601,0,0,0,0,0,114,1622,1,0,0,0,0,0,29,2882,1084,0,0,1175,2103,1276,696,1961,3365,155,0,685,1490,2737,3600,3600,3600,420,186,2329,2672,3051,3600,3600,3600,420,0,1880,2839,3059,3524,3600,3467,310,0,347,472,1934,2371,1418,353,0,0,0,1442,953,0,0,0,0,G9
0.008358,1.13926,9.189385,0.026304,0.090727,0.057538,0.066643,0.209537,0,0,0,0,0,1136,1017,0,0,0,0,0,0,506,3101,1376,0,0,441,922,959,1320,2630,3573,408,12,2242,2359,2891,3600,3600,3600,540,228,2373,3327,3064,3600,3600,3600,540,88,1314,2279,2936,3266,3600,2882,243,0,1263,1423,1129,2449,897,9,0,0,0,364,1784,19,0,0,0,G9
0.008271,1.177129,9.54729,0.088396,0.056756,0.079307,0.212229,0.018605,0,0,0,0,0,1520,225,0,0,0,0,0,0,1438,2978,774,0,0,0,34,214,1225,3260,3189,0,0,1767,2945,3299,3600,3600,3300,0,0,454,2132,2947,3600,3600,3300,0,0,1794,1835,2897,3203,3473,1603,0,0,914,2050,979,2685,335,0,0,0,0,0,1792,200,0,0,0,G9
0,0,0,0,0,0,0,0,0,0,0,0,1349,1287,0,0,0,0,0,660,3551,3587,1348,0,0,0,74,2751,3600,3600,3574,1041,0,0,814,3600,3600,3600,3600,1860,0,0,1589,3600,3600,3600,3600,1860,0,0,188,3565,3600,3600,3600,1860,0,0,0,1915,3600,3595,3600,1846,0,0,0,30,1287,2213,1988,250,0,G1
0,0,0,0.027044,0,0,0,0,0,0,0,103,1812,1483,0,0,0,0,3,1773,3600,3527,1169,0,0,0,971,3360,3600,3600,3359,268,0,0,2021,3600,3600,3600,3600,2154,0,0,1951,3600,3600,3600,3600,2400,0,0,1208,3600,3600,3493,3600,2400,0,0,0,1749,3349,3551,3600,2201,0,0,0,0,38,798,835,1150,0,G1
0,0,0,0.125797,0,0,0,0,0,0,0,0,0,0,0,27,934,0,314,698,354,0,41,1336,1920,367,3412,3600,3560,2626,2767,3600,1920,1892,3600,3513,3600,3600,3600,3600,1920,1779,3600,3600,3600,3600,3600,3600,1920,178,3395,3600,3600,3600,3600,3443,1037,0,1652,3578,3600,3600,3522,1375,0,0,0,1121,2316,1844,1031,0,0,G1
0,0,0,0.013007,0,0,0,0,0,0,0,0,822,2090,57,0,0,0,0,240,3468,3596,2361,0,0,0,705,3221,3600,3592,3600,1603,0,0,1399,3600,3600,3600,3600,2520,0,0,1822,3600,3600,3600,3600,2520,0,0,913,3600,3600,3600,3600,2520,0,0,12,2763,3600,3515,3384,2520,0,0,0,227,1494,2342,2161,1145,0,G1
0,0,0,0.01515,0.009792,0.019429,0.007715,0,0,0,0,381,2235,582,0,0,0,0,0,1735,3600,3433,1411,0,0,0,372,3405,3600,3540,3435,1321,0,0,1813,3600,3600,3046,3600,2520,0,0,2072,3543,3600,2913,3600,2520,0,0,1876,3599,3600,3552,3600,2520,0,0,412,3532,3600,3549,3600,2520,0,0,0,1071,975,1870,2228,510,0,G1
0,0,0,0.094387,0,0,0,0,0,0,0,57,2184,857,0,0,0,0,0,1648,3600,2969,54,0,0,0,24,2859,3600,3600,1303,0,0,0,171,3458,3512,3600,2461,9,0,0,0,1375,3410,3600,3593,288,0,0,0,0,418,2282,3566,300,0,0,0,0,0,36,3018,300,0,0,0,0,0,0,871,186,0,G1
0,0,0,0.019609,0.032648,0.034393,0,0,0,0,0,0,1256,2226,1707,157,0,0,0,383,3458,3600,3600,2107,0,0,0,1519,3600,2576,2909,2160,0,0,461,2486,3600,3600,2375,2160,0,0,1723,3311,3595,3600,3517,2160,0,0,249,3434,3600,3600,3458,2121,0,0,0,940,3121,3600,3600,1837,0,0,0,74,1772,2330,1355,7,0,G1
0,0,0,0.012297,0.032241,0.011854,0.010471,0,0,0,0,0,885,1477,0,0,0,0,0,0,2726,3592,2419,337,0,0,1028,2778,3536,3600,3600,2500,0,0,1659,3600,3600,3600,3600,2520,0,0,2279,3600,3600,3600,3600,2520,0,0,1115,3600,3600,3600,3600,2520,0,0,253,3171,3600,3600,3504,2400,0,0,0,579,2141,1289,1069,89,0,G1
0,0,0,0.010146,0.014416,0,0,0,0,0,0,131,2079,784,0,0,0,0,0,2252,3600,3546,1396,0,0,0,91,3384,3600,3600,3588,1340,0,0,1450,3599,3600,3600,3600,2400,0,0,1919,3600,3600,3600,3600,2400,0,0,647,3600,3600,3600,3595,2400,0,0,34,2257,3600,3281,3595,2400,0,0,0,8,933,1599,1423,885,0,G1
0,0,0,0.007194,0,0,0,0,0,0,173,2083,1591,342,0,0,0,160,3178,3494,3600,3500,1007,0,0,337,3598,3587,3576,3600,3594,2397,86,16,3060,3600,3600,3600,3600,3600,472,0,2004,3600,3600,3600,3600,3600,480,0,835,3464,3600,3600,3600,3600,480,0,0,2035,3600,3595,3600,3600,480,0,0,116,1576,2309,2316,1542,186,G1
0.012631,0.493973,20.882399,0.136351,0.062814,0.043104,0.056462,0,0,0,0,0,0,0,0,0,0,0,1908,1079,51,0,0,0,0,264,1165,2591,3046,1869,1323,465,0,1435,2989,3411,3600,3596,3599,3432,1117,0,27,1530,3600,3600,3600,3600,2400,0,336,1998,3008,3600,3600,3600,2400,0,41,1010,779,496,957,1395,1170,0,0,0,0,0,0,0,0,G0
0.012653,0.707169,20.860098,0.031426,0.178598,0.069926,0.024723,0,0,0,0,0,0,0,0,0,0,0,138,558,406,480,1392,1004,321,998,3306,3528,3600,3598,3600,3600,2400,457,1646,2897,3600,3491,3565,3600,2400,1290,1427,672,2833,3598,3600,3413,1360,0,0,9,1796,2363,683,125,0,0,0,226,1051,0,0,0,0,0,0,0,0,0,0,0,0,G0
0.012625,0.405435,20.991903,0.128981,0.09435,0.061463,0.091053,0,0,0,776,535,0,0,0,0,0,0,607,3087,883,0,0,0,0,1733,2436,1758,3493,2278,2319,392,0,0,837,2979,3600,3531,3461,3211,173,0,42,897,3116,3600,3600,3600,2100,0,322,2328,2686,3158,3600,3600,2400,0,0,0,0,28,649,2070,2308,0,0,0,0,0,0,18,378,G0
0.012654,0.807531,21.261385,0.219082,0.030869,0.037739,0,0,0,0,0,0,0,161,780,946,830,0,682,1777,2668,3512,3600,3600,2400,340,3529,3441,3600,3600,3600,3591,2337,96,2157,3494,3600,3599,3600,3584,2398,2215,3097,1553,1642,3598,3382,3594,2306,240,19,0,124,2043,3048,1195,45,0,0,0,1352,3122,274,0,0,0,0,0,916,97,0,0,0,G0
0.01246,0.639225,21.232153,0.041381,0.224897,0.085216,0.016619,0.012913,0,0,7,155,49,0,0,0,0,0,2062,3567,3494,2695,1946,1481,69,54,897,1386,2956,3600,3600,3443,2174,2165,3508,3463,3553,3600,3600,3600,2301,0,123,8,1591,3600,3600,3600,2400,0,0,0,225,2588,3600,3600,2400,0,0,178,3100,2397,878,458,354,0,0,2,214,0,0,0,0,G0
0.026022,-0.38578,19.8237,0.111625,0.070762,0.062042,0.067281,0,0,0,101,1817,42,0,0,0,0,444,1280,2033,1886,0,0,0,0,322,2516,2809,3554,2117,1651,17,0,0,36,1778,3600,3594,3600,1729,0,0,0,1344,3435,3600,3600,3336,663,0,0,741,2157,3210,3600,3600,1140,0,0,0,0,182,1126,3467,1140,0,0,0,0,0,0,600,744,G0
0.012846,0.334742,20.460182,0.053486,0.113349,0.083748,0.075548,0.018248,0,0,60,1632,0,0,0,0,0,294,1145,2130,1397,0,0,0,0,40,2051,2606,3410,1890,1310,0,0,0,90,1781,3600,3594,3582,1013,0,0,0,1456,3203,3599,3600,2366,152,0,0,212,1338,3176,3600,3600,720,0,0,0,0,107,1515,3597,720,0,0,0,0,0,0,1049,472,G0
0.012614,0.587771,21.052015,0.255343,0.13893,0.026482,0.025138,0.037233,0,0,218,2242,1326,2,0,0,0,0,127,2042,3138,2726,1084,361,0,676,1364,931,1246,3600,3600,3577,1203,1378,3490,3570,3463,3600,3600,3600,1860,0,67,292,1742,3600,3600,2872,855,0,0,0,597,2784,3567,3412,1860,0,0,0,438,1842,3431,3543,1860,0,0,0,1593,1896,177,135,316,G0
0.01251,0.771776,21.471386,0.031585,0.190256,0.049772,0,0,0,0,0,0,0,0,0,0,0,0,336,935,1093,1518,1499,1770,639,632,3171,3203,3600,3600,3600,3600,2400,870,2577,3329,3569,3600,3599,3600,2400,1293,1270,475,2823,3272,3600,3424,1443,0,0,17,1916,2475,854,72,0,0,0,477,1402,26,0,0,0,0,0,0,0,0,0,0,0,G0
0.012624,0.809268,20.57741,0.190678,0.052354,0.029152,0,0,0,0,0,0,0,0,24,727,873,0,0,0,7,1080,2644,3600,1920,0,0,761,2689,3600,3600,3544,1920,137,1920,3560,3600,3600,3559,3575,1920,1683,2839,2431,3506,3600,3190,3583,1464,21,2179,2865,1011,2758,3396,1419,0,117,2288,226,0,929,2663,4,0,0,0,0,0,1641,575,0,0,G0
1,-0.446635,1,0.094148,0.035645,0.014065,0,0,0,48,26,0,0,0,0,0,0,1480,3384,2474,1221,1023,649,0,0,0,404,2450,3600,3600,3331,938,0,0,0,1081,3600,3600,3600,3555,584,0,0,103,2668,3600,3600,3600,2400,0,0,0,396,3093,3586,3600,2400,0,0,0,0,0,534,1985,2137,0,0,0,0,0,0,0,10,G2
0,0,0,0.099466,0.013204,0.023124,0,0,0,0,0,0,0,0,0,0,0,570,845,362,0,0,0,0,0,1490,2840,3542,3180,2637,2194,999,18,0,0,1408,3563,3600,3290,3600,1798,0,0,429,3558,3600,3516,3600,2400,0,0,0,680,2880,3600,3526,2176,0,0,0,0,106,543,269,243,0,0,0,0,0,0,0,0,G2
1,-0.63726,1,0.051495,0.084088,0.082984,0.018533,0,0,0,1381,739,0,0,0,0,0,0,235,3034,1172,1352,424,0,0,0,0,889,3597,3600,2180,0,0,0,0,721,3591,3600,3498,126,0,0,0,159,2746,3600,3600,1570,0,0,0,0,233,2066,3591,2220,0,0,0,0,0,101,2918,2220,0,0,0,0,0,0,730,1418,0,G2
1,-0.562339,1,0.013038,0.107693,0.05502,0.014599,0,0,1451,1833,173,0,0,0,0,0,1126,3291,3403,1496,553,838,0,0,0,466,2766,3600,3600,3438,825,0,0,0,1650,3600,3600,3600,3300,295,0,0,447,2967,3600,3600,3600,2400,0,0,0,1825,3600,3600,3600,2400,0,0,0,134,1391,2737,3379,2400,0,0,0,0,0,28,1298,1239,G2
1,-0.023712,1,0.138008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,45,0,325,1470,2381,3181,3503,3102,2054,1538,3430,3174,3484,3600,3586,3487,2379,596,495,0,2913,3600,3600,3516,2379,0,0,0,249,3222,3600,2965,1327,0,0,0,0,1,622,114,0,0,0,0,0,0,0,0,0,G2
1,-0.295672,1,0.100592,0.040567,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,32,18,0,0,1818,3254,3120,2542,3233,2975,1541,76,0,32,1374,3488,3574,3582,3600,2119,0,0,25,2731,3580,3600,3600,2400,0,0,0,155,2089,3519,3561,2069,0,0,0,0,0,84,44,0,0,0,0,0,0,0,0,0,G2
1,-0.329493,1,0.08427,0.025225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,3042,2834,2385,2862,1830,720,20,10,252,1885,3600,3600,3549,3600,2045,0,0,363,3240,3600,3582,3600,2400,0,0,0,279,1542,2935,2644,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
1,-0.377284,1,0.010621,0.010672,0.066225,0.044338,0.144874,0,0,1848,817,4,460,1435,0,0,0,2860,3600,3421,3432,3038,0,0,0,2733,3600,3600,3600,3213,19,0,0,2238,3590,3600,3600,3600,1706,0,0,1368,3510,3600,3600,3313,2867,0,0,0,1233,1622,1196,867,3154,0,0,0,0,0,314,2361,3180,0,0,0,0,0,95,1375,1198,0,G2
1,-0.260873,1,0.130671,0.012724,0,0,0,0,0,0,0,0,0,0,0,0,466,1355,1256,1006,750,293,99,0,1224,2362,3281,3600,3600,3598,2900,790,0,0,48,3381,3600,3600,3600,2396,0,0,0,2305,3600,3600,3600,2400,0,0,0,211,2615,3580,3594,2204,0,0,0,0,146,729,1059,0,0,0,0,0,0,0,0,0,G2
1,-0.251762,1,0.113012,0.01452,0.017206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,3203,3217,3179,2768,1844,1459,142,130,234,1537,3600,3600,3600,3600,2289,0,0,511,3592,3600,3600,3600,2400,0,0,0,734,2649,3096,2478,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G2
0,0,0,0.112522,0.092622,0.011309,0.040463,0,0,0,0,0,20,0,0,0,0,0,0,132,3095,1851,539,0,0,0,0,1154,3600,3600,3008,65,0,0,90,3032,3599,3599,3600,2451,1054,1585,2832,3435,3600,3596,3600,3600,2400,0,0,23,1250,2113,3337,3600,2400,0,0,0,0,4,850,3201,2348,0,0,0,0,0,0,31,4,G3
0.016718,1.007043,37.467548,0.064325,0.128489,0.014495,0,0,0,0,0,0,0,0,0,491,413,0,378,1788,1591,3126,2841,2147,617,0,1129,3594,3600,3600,3600,3578,660,0,495,3587,3600,3600,3590,3600,660,0,161,3564,3600,3600,3600,3584,660,0,36,2690,3600,3582,2925,982,158,111,2061,3071,1145,558,0,0,0,423,2188,345,0,0,0,0,0,G3
0,0,0,0.053513,0.114008,0.012759,0,0,0,0,0,178,393,836,500,0,0,0,0,2464,3498,3548,3318,860,0,0,50,2549,3600,3600,3600,3216,480,0,193,3245,3600,3600,3600,3600,2165,0,0,3198,3590,3600,3600,3600,2400,575,1299,2890,3502,3600,3600,3600,2400,1454,2688,2221,2502,3044,3500,2894,2273,0,0,0,0,11,108,756,812,G3
0,0,0,0.066603,0.138649,0.037047,0,0,0,0,0,482,38,582,2146,1608,277,0,497,3530,3228,3586,3591,3600,900,0,24,3277,3600,3600,3575,3599,900,0,0,3095,3600,3600,3600,3600,900,0,0,2896,3600,3600,3600,3134,474,0,363,3165,3392,2200,990,236,0,164,2620,2775,240,0,0,0,0,579,2081,157,0,0,0,0,0,G3
1,0.398717,1,0.072309,0.138553,0.010712,0,0,0,0,0,0,327,53,26,0,0,0,0,1603,3569,3051,2915,730,0,0,0,1376,3600,3600,3600,3472,751,0,0,2517,3600,3600,3600,3600,2290,0,0,2586,3600,3600,3600,3600,2400,1720,2423,3100,3600,3600,3600,3600,2400,668,1925,1049,1382,2104,2620,2213,1875,0,0,0,0,0,0,0,266,G3
0,0,0,0.008547,0.013272,0.094677,0.057621,0,0,0,659,2206,1024,1563,0,0,0,307,3388,3600,3600,3069,0,0,0,1607,3600,3600,3600,3266,180,0,0,776,3510,3600,3599,3598,2759,2328,822,324,3284,3600,3558,3600,3600,3600,1860,0,1572,3297,3600,3534,3600,3600,1860,0,0,98,685,1272,3582,3600,1860,0,0,0,0,0,2004,2360,930,G3
1,0.496599,1,0.032278,0.116287,0.009514,0,0,0,0,0,0,0,0,0,0,0,0,577,1756,3115,3040,2909,1877,797,0,1659,3600,3600,3589,3593,3600,2400,0,1461,3600,3600,3505,3449,3600,2400,0,722,3569,3600,3600,3600,3600,2400,0,554,2284,3600,3598,2933,2504,967,1648,3210,2108,515,360,0,0,0,0,0,0,0,0,0,0,0,G3
1,0.473024,1,0.024218,0.121667,0.007981,0.012389,0,0,0,0,0,0,0,0,0,0,0,749,2087,3114,3047,2432,1078,83,0,2165,3494,3600,3595,3600,3600,2103,0,1567,3600,3600,3600,3600,3600,2400,0,1150,3600,3361,3524,3600,3600,2400,0,307,2559,3600,3600,3600,3061,1209,1952,3368,2074,1248,795,460,1,0,0,0,0,0,0,0,0,0,G3
1,0.490308,1,0.077051,0.048097,0.056013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,297,209,891,2192,2699,1208,442,3274,3599,3600,3600,3600,3600,2245,277,3504,3600,3230,2679,2334,1569,228,1182,1522,640,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G3
0,0,0,0.190004,0.049045,0.045376,0,0,0,0,0,0,0,1609,1743,0,0,0,0,0,1154,3593,3112,0,0,0,0,2715,3557,3600,3235,0,0,0,0,1273,3600,3600,3240,0,0,0,0,36,2144,3594,2416,0,0,0,0,0,401,3063,258,0,0,0,0,0,850,2215,0,0,0,0,0,0,756,951,0,0,0,G3
1,-0.49783,1,0.102657,0.178514,0.018068,0,0,0,0,0,0,434,1720,2,0,0,0,0,0,469,3396,1488,0,0,0,0,0,0,1790,3583,1933,33,0,0,793,2736,3568,3600,3600,180,0,2214,3285,3361,3570,3600,3582,180,66,2005,376,3146,3600,3600,3599,180,0,0,0,2276,3600,3600,3403,180,0,0,0,186,2078,2185,998,19,G4
0.014298,0.265145,43.335747,0.144293,0.161995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1670,547,1,0,0,0,0,199,2072,3577,2777,1453,170,0,14,878,2818,3597,3600,3600,2386,476,2625,3433,3514,3600,3600,3600,2400,1860,1561,247,1974,3515,3600,3600,2371,0,0,0,0,826,2112,1554,219,0,0,0,0,0,0,0,0,G4
0.017128,0.150528,32.805344,0.151453,0.119201,0.053986,0.012018,0,0,0,0,536,351,0,0,0,0,0,0,1566,3447,2946,1925,815,1322,0,0,8,2070,3600,3600,3600,2400,0,31,2218,3599,3600,3600,3600,2400,0,2086,3600,3600,3600,3600,3600,2400,657,3572,2203,2942,3600,3600,3290,2281,2101,2675,0,223,2370,3370,2988,178,432,132,0,0,0,345,489,0,G4
